profit_center,document_date,posting_date,assignment,gl_account,text,doc_number,doc_type,posting_key,amount
BX13,2/13/2025,2/13/2025,20250213,5101020102,,601039539,QA,40,144803
BX40,2/13/2025,2/13/2025,20250213,5101020102,,601039540,QA,40,452423
BX12,2/13/2025,2/13/2025,20250213,5101020102,,601039541,QA,40,1646035
BX07,2/13/2025,2/13/2025,20250213,5101020102,,601039542,QA,40,638568
BX03,2/13/2025,2/13/2025,20250213,5101020102,,3800003779,Z8,40,244803
BX01,2/14/2025,2/14/2025,20250214,5101020102,,601044711,QA,40,3359627
BX03,2/14/2025,2/14/2025,20250214,5101020102,,601044712,QA,40,1425273
BX04,2/14/2025,2/14/2025,20250214,5101020102,,601044713,QA,40,207425
BX07,2/14/2025,2/14/2025,20250214,5101020102,,601044714,QA,40,1307286
BX08,2/14/2025,2/14/2025,20250214,5101020102,,601044715,QA,40,517172
BX09,2/14/2025,2/14/2025,20250214,5101020102,,601044716,QA,40,5494488
BX10,2/14/2025,2/14/2025,20250214,5101020102,,601044717,QA,40,1882604
BX11,2/14/2025,2/14/2025,20250214,5101020102,,601044718,QA,40,1637371
BX12,2/14/2025,2/14/2025,20250214,5101020102,,601044719,QA,40,1415590
BX13,2/14/2025,2/14/2025,20250214,5101020102,,601044720,QA,40,612507
BX14,2/14/2025,2/14/2025,20250214,5101020102,,601044721,QA,40,220928
BX19,2/14/2025,2/14/2025,20250214,5101020102,,601044722,QA,40,1005069
BX20,2/14/2025,2/14/2025,20250214,5101020102,,601044723,QA,40,1198298
BX21,2/14/2025,2/14/2025,20250214,5101020102,,601044724,QA,40,1031947
BX22,2/14/2025,2/14/2025,20250214,5101020102,,601044725,QA,40,116919
BX23,2/14/2025,2/14/2025,20250214,5101020102,,601044726,QA,40,100216
BX25,2/14/2025,2/14/2025,20250214,5101020102,,601044727,QA,40,552432
BX26,2/14/2025,2/14/2025,20250214,5101020102,,601044728,QA,40,121152
BX27,2/14/2025,2/14/2025,20250214,5101020102,,601044729,QA,40,1064171
BX29,2/14/2025,2/14/2025,20250214,5101020102,,601044730,QA,40,567432
BX31,2/14/2025,2/14/2025,20250214,5101020102,,601044731,QA,40,267243
BX32,2/14/2025,2/14/2025,20250214,5101020102,,601044732,QA,40,1400205
BX33,2/14/2025,2/14/2025,20250214,5101020102,,601044733,QA,40,463033
BX34,2/14/2025,2/14/2025,20250214,5101020102,,601044734,QA,40,154496
BX35,2/14/2025,2/14/2025,20250214,5101020102,,601044735,QA,40,1116503
BX38,2/14/2025,2/14/2025,20250214,5101020102,,601044736,QA,40,103500
BX39,2/14/2025,2/14/2025,20250214,5101020102,,601044737,QA,40,328323
BX40,2/14/2025,2/14/2025,20250214,5101020102,,601044738,QA,40,317279
BX41,2/14/2025,2/14/2025,20250214,5101020102,,601044739,QA,40,1019523
BX49,2/14/2025,2/14/2025,20250214,5101020102,,601044740,QA,40,1224778
BX50,2/14/2025,2/14/2025,20250214,5101020102,,601044741,QA,40,521724
BX51,2/14/2025,2/14/2025,20250214,5101020102,,601044742,QA,40,587360
BX52,2/14/2025,2/14/2025,20250214,5101020102,,601044743,QA,40,364468
BX31,2/14/2025,2/14/2025,20250214,5101020102,,683004894,ZJ,40,52892
BX03,2/14/2025,2/14/2025,20250214,5101020102,,3800004224,Z8,40,99842
BX01,2/15/2025,2/15/2025,20250215,5101020102,,601039543,QA,40,2568747
BX03,2/15/2025,2/15/2025,20250215,5101020102,,601039544,QA,40,595456
BX04,2/15/2025,2/15/2025,20250215,5101020102,,601039545,QA,40,252665
BX07,2/15/2025,2/15/2025,20250215,5101020102,,601039546,QA,40,840309
BX08,2/15/2025,2/15/2025,20250215,5101020102,,601039547,QA,40,846445
BX09,2/15/2025,2/15/2025,20250215,5101020102,,601039548,QA,40,1643301
BX10,2/15/2025,2/15/2025,20250215,5101020102,,601039549,QA,40,1157497
BX11,2/15/2025,2/15/2025,20250215,5101020102,,601039550,QA,40,2073777
BX12,2/15/2025,2/15/2025,20250215,5101020102,,601039551,QA,40,970524
BX13,2/15/2025,2/15/2025,20250215,5101020102,,601039552,QA,40,293766
BX19,2/15/2025,2/15/2025,20250215,5101020102,,601039553,QA,40,1309737
BX20,2/15/2025,2/15/2025,20250215,5101020102,,601039554,QA,40,834836
BX21,2/15/2025,2/15/2025,20250215,5101020102,,601039555,QA,40,454098
BX22,2/15/2025,2/15/2025,20250215,5101020102,,601039556,QA,40,113135
BX23,2/15/2025,2/15/2025,20250215,5101020102,,601039557,QA,40,442646
BX25,2/15/2025,2/15/2025,20250215,5101020102,,601039558,QA,40,100216
BX26,2/15/2025,2/15/2025,20250215,5101020102,,601039559,QA,40,570505
BX27,2/15/2025,2/15/2025,20250215,5101020102,,601039560,QA,40,747656
BX29,2/15/2025,2/15/2025,20250215,5101020102,,601039561,QA,40,1365116
BX31,2/15/2025,2/15/2025,20250215,5101020102,,601039562,QA,40,316094
BX32,2/15/2025,2/15/2025,20250215,5101020102,,601039563,QA,40,905705
BX33,2/15/2025,2/15/2025,20250215,5101020102,,601039564,QA,40,1855429
BX34,2/15/2025,2/15/2025,20250215,5101020102,,601039565,QA,40,153108
BX35,2/15/2025,2/15/2025,20250215,5101020102,,601039566,QA,40,289063
BX36,2/15/2025,2/15/2025,20250215,5101020102,,601039567,QA,40,64685
BX38,2/15/2025,2/15/2025,20250215,5101020102,,601039568,QA,40,1036054
BX39,2/15/2025,2/15/2025,20250215,5101020102,,601039569,QA,40,1457315
BX40,2/15/2025,2/15/2025,20250215,5101020102,,601039570,QA,40,575928
BX41,2/15/2025,2/15/2025,20250215,5101020102,,601039571,QA,40,179387
BX49,2/15/2025,2/15/2025,20250215,5101020102,,601039572,QA,40,348657
BX50,2/15/2025,2/15/2025,20250215,5101020102,,601039573,QA,40,576683
BX51,2/15/2025,2/15/2025,20250215,5101020102,,601039574,QA,40,178162
BX52,2/15/2025,2/15/2025,20250215,5101020102,,601039575,QA,40,450504
BX09,2/15/2025,2/15/2025,20250215,5101020102,,604001126,QH,40,10354
BX52,2/15/2025,2/15/2025,20250215,5101020102,,683004270,ZJ,40,67342
BX01,2/16/2025,2/16/2025,20250216,5101020102,,601040622,QA,40,1706826
BX03,2/16/2025,2/16/2025,20250216,5101020102,,601040623,QA,40,1522967
BX04,2/16/2025,2/16/2025,20250216,5101020102,,601040624,QA,40,392770
BX07,2/16/2025,2/16/2025,20250216,5101020102,,601040625,QA,40,3535674
BX08,2/16/2025,2/16/2025,20250216,5101020102,,601040626,QA,40,420584
BX09,2/16/2025,2/16/2025,20250216,5101020102,,601040627,QA,40,3684494
BX10,2/16/2025,2/16/2025,20250216,5101020102,,601040628,QA,40,1653544
BX11,2/16/2025,2/16/2025,20250216,5101020102,,601040629,QA,40,485612
BX12,2/16/2025,2/16/2025,20250216,5101020102,,601040630,QA,40,1161169
BX13,2/16/2025,2/16/2025,20250216,5101020102,,601040631,QA,40,273396
BX19,2/16/2025,2/16/2025,20250216,5101020102,,601040632,QA,40,989540
BX20,2/16/2025,2/16/2025,20250216,5101020102,,601040633,QA,40,1389066
BX21,2/16/2025,2/16/2025,20250216,5101020102,,601040634,QA,40,445450
BX23,2/16/2025,2/16/2025,20250216,5101020102,,601040635,QA,40,943480
BX25,2/16/2025,2/16/2025,20250216,5101020102,,601040636,QA,40,210567
BX26,2/16/2025,2/16/2025,20250216,5101020102,,601040637,QA,40,1000553
BX27,2/16/2025,2/16/2025,20250216,5101020102,,601040638,QA,40,1696307
BX29,2/16/2025,2/16/2025,20250216,5101020102,,601040639,QA,40,330921
BX31,2/16/2025,2/16/2025,20250216,5101020102,,601040640,QA,40,899370
BX32,2/16/2025,2/16/2025,20250216,5101020102,,601040641,QA,40,1140897
BX33,2/16/2025,2/16/2025,20250216,5101020102,,601040642,QA,40,271648
BX35,2/16/2025,2/16/2025,20250216,5101020102,,601040643,QA,40,606661
BX36,2/16/2025,2/16/2025,20250216,5101020102,,601040644,QA,40,741590
BX38,2/16/2025,2/16/2025,20250216,5101020102,,601040645,QA,40,77946
BX40,2/16/2025,2/16/2025,20250216,5101020102,,601040646,QA,40,121045
BX41,2/16/2025,2/16/2025,20250216,5101020102,,601040647,QA,40,421311
BX43,2/16/2025,2/16/2025,20250216,5101020102,,601040648,QA,40,653932
BX49,2/16/2025,2/16/2025,20250216,5101020102,,601040649,QA,40,158704
BX50,2/16/2025,2/16/2025,20250216,5101020102,,601040650,QA,40,238305
BX51,2/16/2025,2/16/2025,20250216,5101020102,,601040651,QA,40,708165
BX52,2/16/2025,2/16/2025,20250216,5101020102,,601040652,QA,40,77946
BX10,2/16/2025,2/16/2025,20250216,5101020102,,604001160,QH,40,46046
BX01,2/17/2025,2/17/2025,20250217,5101020102,,601043048,QA,40,1719830
BX03,2/17/2025,2/17/2025,20250217,5101020102,,601043049,QA,40,2221919
BX04,2/17/2025,2/17/2025,20250217,5101020102,,601043050,QA,40,1378225
BX07,2/17/2025,2/17/2025,20250217,5101020102,,601043051,QA,40,530547
BX09,2/17/2025,2/17/2025,20250217,5101020102,,601043052,QA,40,5514281
BX10,2/17/2025,2/17/2025,20250217,5101020102,,601043053,QA,40,1859524
BX11,2/17/2025,2/17/2025,20250217,5101020102,,601043054,QA,40,1413392
BX12,2/17/2025,2/17/2025,20250217,5101020102,,601043055,QA,40,495559
BX13,2/17/2025,2/17/2025,20250217,5101020102,,601043056,QA,40,199970
BX14,2/17/2025,2/17/2025,20250217,5101020102,,601043057,QA,40,336684
BX19,2/17/2025,2/17/2025,20250217,5101020102,,601043058,QA,40,996298
BX20,2/17/2025,2/17/2025,20250217,5101020102,,601043059,QA,40,207500
BX21,2/17/2025,2/17/2025,20250217,5101020102,,601043060,QA,40,492142
BX23,2/17/2025,2/17/2025,20250217,5101020102,,601043061,QA,40,233838
BX25,2/17/2025,2/17/2025,20250217,5101020102,,601043062,QA,40,958359
BX26,2/17/2025,2/17/2025,20250217,5101020102,,601043063,QA,40,257193
BX27,2/17/2025,2/17/2025,20250217,5101020102,,601043064,QA,40,1521040
BX29,2/17/2025,2/17/2025,20250217,5101020102,,601043065,QA,40,100216
BX31,2/17/2025,2/17/2025,20250217,5101020102,,601043066,QA,40,1079263
BX32,2/17/2025,2/17/2025,20250217,5101020102,,601043067,QA,40,1307892
BX33,2/17/2025,2/17/2025,20250217,5101020102,,601043068,QA,40,130752
BX34,2/17/2025,2/17/2025,20250217,5101020102,,601043069,QA,40,425061
BX35,2/17/2025,2/17/2025,20250217,5101020102,,601043070,QA,40,372807
BX36,2/17/2025,2/17/2025,20250217,5101020102,,601043071,QA,40,136638
BX39,2/17/2025,2/17/2025,20250217,5101020102,,601043072,QA,40,671453
BX40,2/17/2025,2/17/2025,20250217,5101020102,,601043073,QA,40,352868
BX41,2/17/2025,2/17/2025,20250217,5101020102,,601043074,QA,40,602138
BX43,2/17/2025,2/17/2025,20250217,5101020102,,601043075,QA,40,142766
BX49,2/17/2025,2/17/2025,20250217,5101020102,,601043076,QA,40,599055
BX50,2/17/2025,2/17/2025,20250217,5101020102,,601043077,QA,40,418226
BX51,2/17/2025,2/17/2025,20250217,5101020102,,601043078,QA,40,265207
BX52,2/17/2025,2/17/2025,20250217,5101020102,,601043079,QA,40,330720
BX25,2/17/2025,2/17/2025,20250217,5101020102,,604001248,QH,40,241020
BX04,2/17/2025,2/17/2025,20250217,5101020102,,606000018,QJ,40,128108
BX14,2/17/2025,2/17/2025,20250217,5101020102,,683004699,ZJ,40,129297
BX25,2/17/2025,2/17/2025,20250217,5101020102,,3800004066,Z8,40,77946
BX27,2/18/2025,2/18/2025,20250218,5101020102,,601044744,QA,40,890488
BX52,2/18/2025,2/18/2025,20250218,5101020102,,601044745,QA,40,612882
BX43,2/18/2025,2/18/2025,20250218,5101020102,,601044746,QA,40,152631
BX07,2/18/2025,2/18/2025,20250218,5101020102,,601044747,QA,40,1035515
BX36,2/18/2025,2/18/2025,20250218,5101020102,,601044748,QA,40,1487343
BX10,2/18/2025,2/18/2025,20250218,5101020102,,601044749,QA,40,2790076
BX32,2/18/2025,2/18/2025,20250218,5101020102,,601044750,QA,40,1358566
BX11,2/18/2025,2/18/2025,20250218,5101020102,,601044751,QA,40,559656
BX12,2/18/2025,2/18/2025,20250218,5101020102,,601044752,QA,40,1324393
BX26,2/18/2025,2/18/2025,20250218,5101020102,,601044753,QA,40,456387
BX14,2/18/2025,2/18/2025,20250218,5101020102,,601044754,QA,40,147693
BX08,2/18/2025,2/18/2025,20250218,5101020102,,601044755,QA,40,658118
BX09,2/18/2025,2/18/2025,20250218,5101020102,,601044756,QA,40,6325007
BX41,2/18/2025,2/18/2025,20250218,5101020102,,601044757,QA,40,1223658
BX40,2/18/2025,2/18/2025,20250218,5101020102,,601044758,QA,40,54509
BX20,2/18/2025,2/18/2025,20250218,5101020102,,601044759,QA,40,615242
BX29,2/18/2025,2/18/2025,20250218,5101020102,,601044760,QA,40,482851
BX39,2/18/2025,2/18/2025,20250218,5101020102,,601044761,QA,40,602758
BX25,2/18/2025,2/18/2025,20250218,5101020102,,601044762,QA,40,253207
BX21,2/18/2025,2/18/2025,20250218,5101020102,,601044763,QA,40,490539
BX31,2/18/2025,2/18/2025,20250218,5101020102,,601044764,QA,40,869018
BX13,2/18/2025,2/18/2025,20250218,5101020102,,601044765,QA,40,99842
BX19,2/18/2025,2/18/2025,20250218,5101020102,,601044766,QA,40,77946
BX04,2/18/2025,2/18/2025,20250218,5101020102,,601044767,QA,40,946396
BX03,2/18/2025,2/18/2025,20250218,5101020102,,601044768,QA,40,2584392
BX01,2/18/2025,2/18/2025,20250218,5101020102,,601044769,QA,40,1059918
BX34,2/18/2025,2/18/2025,20250218,5101020102,,601044770,QA,40,629502
BX35,2/18/2025,2/18/2025,20250218,5101020102,,601044771,QA,40,809536
BX49,2/18/2025,2/18/2025,20250218,5101020102,,601044772,QA,40,950113
BX33,2/18/2025,2/18/2025,20250218,5101020102,,601044773,QA,40,371862
BX23,2/18/2025,2/18/2025,20250218,5101020102,,601044774,QA,40,77946
BX22,2/18/2025,2/18/2025,20250218,5101020102,,601044775,QA,40,383874
BX38,2/18/2025,2/18/2025,20250218,5101020102,,601044776,QA,40,266184
BX50,2/18/2025,2/18/2025,20250218,5101020102,,601044777,QA,40,197649
BX51,2/18/2025,2/18/2025,20250218,5101020102,,601044778,QA,40,233838
BX03,2/18/2025,2/18/2025,20250218,5101020102,,604001310,QH,40,317983
BX26,2/18/2025,2/18/2025,20250218,5101020102,,683004895,ZJ,40,111351
BX31,2/18/2025,2/18/2025,20250218,5101020102,,683004896,ZJ,40,368703
BX07,2/18/2025,2/18/2025,20250218,5101020102,,683004897,ZJ,40,160776
BX01,2/19/2025,2/19/2025,20250219,5101020102,,601044779,QA,40,780106
BX03,2/19/2025,2/19/2025,20250219,5101020102,,601044780,QA,40,2382940
BX04,2/19/2025,2/19/2025,20250219,5101020102,,601044781,QA,40,1158760
BX07,2/19/2025,2/19/2025,20250219,5101020102,,601044782,QA,40,1498110
BX08,2/19/2025,2/19/2025,20250219,5101020102,,601044783,QA,40,634886
BX09,2/19/2025,2/19/2025,20250219,5101020102,,601044784,QA,40,2092333
BX10,2/19/2025,2/19/2025,20250219,5101020102,,601044785,QA,40,2456331
BX11,2/19/2025,2/19/2025,20250219,5101020102,,601044786,QA,40,1782018
BX12,2/19/2025,2/19/2025,20250219,5101020102,,601044787,QA,40,845107
BX13,2/19/2025,2/19/2025,20250219,5101020102,,601044788,QA,40,724618
BX14,2/19/2025,2/19/2025,20250219,5101020102,,601044789,QA,40,324792
BX19,2/19/2025,2/19/2025,20250219,5101020102,,601044790,QA,40,2399488
BX20,2/19/2025,2/19/2025,20250219,5101020102,,601044791,QA,40,184387
BX21,2/19/2025,2/19/2025,20250219,5101020102,,601044792,QA,40,1181365
BX22,2/19/2025,2/19/2025,20250219,5101020102,,601044793,QA,40,214928
BX23,2/19/2025,2/19/2025,20250219,5101020102,,601044794,QA,40,361892
BX25,2/19/2025,2/19/2025,20250219,5101020102,,601044795,QA,40,107209
BX26,2/19/2025,2/19/2025,20250219,5101020102,,601044796,QA,40,1255513
BX27,2/19/2025,2/19/2025,20250219,5101020102,,601044797,QA,40,997791
BX29,2/19/2025,2/19/2025,20250219,5101020102,,601044798,QA,40,525422
BX31,2/19/2025,2/19/2025,20250219,5101020102,,601044799,QA,40,1087198
BX32,2/19/2025,2/19/2025,20250219,5101020102,,601044800,QA,40,980425
BX33,2/19/2025,2/19/2025,20250219,5101020102,,601044801,QA,40,700995
BX34,2/19/2025,2/19/2025,20250219,5101020102,,601044802,QA,40,638406
BX35,2/19/2025,2/19/2025,20250219,5101020102,,601044803,QA,40,677751
BX36,2/19/2025,2/19/2025,20250219,5101020102,,601044804,QA,40,192565
BX38,2/19/2025,2/19/2025,20250219,5101020102,,601044805,QA,40,309610
BX39,2/19/2025,2/19/2025,20250219,5101020102,,601044806,QA,40,426501
BX40,2/19/2025,2/19/2025,20250219,5101020102,,601044807,QA,40,738531
BX41,2/19/2025,2/19/2025,20250219,5101020102,,601044808,QA,40,135269
BX43,2/19/2025,2/19/2025,20250219,5101020102,,601044809,QA,40,404266
BX49,2/19/2025,2/19/2025,20250219,5101020102,,601044810,QA,40,404692
BX50,2/19/2025,2/19/2025,20250219,5101020102,,601044811,QA,40,77946
BX51,2/19/2025,2/19/2025,20250219,5101020102,,601044812,QA,40,325702
BX52,2/19/2025,2/19/2025,20250219,5101020102,,601044813,QA,40,544126
BX03,2/19/2025,2/19/2025,20250219,5101020102,,604001311,QH,40,212368
BX27,2/19/2025,2/19/2025,20250219,5101020102,,683004905,ZJ,40,91586
BX03,2/19/2025,2/19/2025,20250219,5101020102,,3800004226,Z8,40,423136
BX01,2/20/2025,2/20/2025,20250220,5101020102,,601046182,QA,40,4006845
BX03,2/20/2025,2/20/2025,20250220,5101020102,,601046183,QA,40,1408507
BX04,2/20/2025,2/20/2025,20250220,5101020102,,601046184,QA,40,952280
BX07,2/20/2025,2/20/2025,20250220,5101020102,,601046185,QA,40,802370
BX08,2/20/2025,2/20/2025,20250220,5101020102,,601046186,QA,40,413243
BX09,2/20/2025,2/20/2025,20250220,5101020102,,601046187,QA,40,2175365
BX10,2/20/2025,2/20/2025,20250220,5101020102,,601046188,QA,40,2252124
BX11,2/20/2025,2/20/2025,20250220,5101020102,,601046189,QA,40,2798404
BX12,2/20/2025,2/20/2025,20250220,5101020102,,601046190,QA,40,1174752
BX13,2/20/2025,2/20/2025,20250220,5101020102,,601046191,QA,40,140994
BX14,2/20/2025,2/20/2025,20250220,5101020102,,601046192,QA,40,71241
BX19,2/20/2025,2/20/2025,20250220,5101020102,,601046193,QA,40,629428
BX20,2/20/2025,2/20/2025,20250220,5101020102,,601046194,QA,40,887507
BX21,2/20/2025,2/20/2025,20250220,5101020102,,601046195,QA,40,1648035
BX22,2/20/2025,2/20/2025,20250220,5101020102,,601046196,QA,40,730874
BX23,2/20/2025,2/20/2025,20250220,5101020102,,601046197,QA,40,249842
BX25,2/20/2025,2/20/2025,20250220,5101020102,,601046198,QA,40,67342
BX26,2/20/2025,2/20/2025,20250220,5101020102,,601046199,QA,40,432611
BX27,2/20/2025,2/20/2025,20250220,5101020102,,601046200,QA,40,733547
BX29,2/20/2025,2/20/2025,20250220,5101020102,,601046201,QA,40,480401
BX31,2/20/2025,2/20/2025,20250220,5101020102,,601046202,QA,40,1441580
BX32,2/20/2025,2/20/2025,20250220,5101020102,,601046203,QA,40,2140444
BX33,2/20/2025,2/20/2025,20250220,5101020102,,601046204,QA,40,1069210
BX34,2/20/2025,2/20/2025,20250220,5101020102,,601046205,QA,40,1844879
BX35,2/20/2025,2/20/2025,20250220,5101020102,,601046206,QA,40,443280
BX36,2/20/2025,2/20/2025,20250220,5101020102,,601046207,QA,40,455171
BX38,2/20/2025,2/20/2025,20250220,5101020102,,601046208,QA,40,105408
BX39,2/20/2025,2/20/2025,20250220,5101020102,,601046209,QA,40,545773
BX40,2/20/2025,2/20/2025,20250220,5101020102,,601046210,QA,40,1670766
BX41,2/20/2025,2/20/2025,20250220,5101020102,,601046211,QA,40,1152696
BX43,2/20/2025,2/20/2025,20250220,5101020102,,601046212,QA,40,231054
BX49,2/20/2025,2/20/2025,20250220,5101020102,,601046213,QA,40,632072
BX50,2/20/2025,2/20/2025,20250220,5101020102,,601046214,QA,40,92162
BX51,2/20/2025,2/20/2025,20250220,5101020102,,601046215,QA,40,958568
BX52,2/20/2025,2/20/2025,20250220,5101020102,,601046216,QA,40,421900
BX09,2/20/2025,2/20/2025,20250220,5101020102,,604001350,QH,40,135188
BX49,2/20/2025,2/20/2025,20250220,5101020102,,683005013,ZJ,40,140072
BX01,2/21/2025,2/21/2025,20250221,5101020102,,601046217,QA,40,1906278
BX03,2/21/2025,2/21/2025,20250221,5101020102,,601046218,QA,40,4910973
BX04,2/21/2025,2/21/2025,20250221,5101020102,,601046219,QA,40,986036
BX07,2/21/2025,2/21/2025,20250221,5101020102,,601046220,QA,40,1234628
BX08,2/21/2025,2/21/2025,20250221,5101020102,,601046221,QA,40,1048152
BX09,2/21/2025,2/21/2025,20250221,5101020102,,601046222,QA,40,4367052
BX10,2/21/2025,2/21/2025,20250221,5101020102,,601046223,QA,40,1775066
BX11,2/21/2025,2/21/2025,20250221,5101020102,,601046224,QA,40,1442166
BX12,2/21/2025,2/21/2025,20250221,5101020102,,601046225,QA,40,2838625
BX13,2/21/2025,2/21/2025,20250221,5101020102,,601046226,QA,40,280028
BX14,2/21/2025,2/21/2025,20250221,5101020102,,601046227,QA,40,112568
BX19,2/21/2025,2/21/2025,20250221,5101020102,,601046228,QA,40,555491
BX20,2/21/2025,2/21/2025,20250221,5101020102,,601046229,QA,40,1155919
BX21,2/21/2025,2/21/2025,20250221,5101020102,,601046230,QA,40,416616
BX22,2/21/2025,2/21/2025,20250221,5101020102,,601046231,QA,40,940532
BX23,2/21/2025,2/21/2025,20250221,5101020102,,601046232,QA,40,469821
BX25,2/21/2025,2/21/2025,20250221,5101020102,,601046233,QA,40,763579
BX26,2/21/2025,2/21/2025,20250221,5101020102,,601046234,QA,40,1587816
BX27,2/21/2025,2/21/2025,20250221,5101020102,,601046235,QA,40,640609
BX29,2/21/2025,2/21/2025,20250221,5101020102,,601046236,QA,40,2143929
BX31,2/21/2025,2/21/2025,20250221,5101020102,,601046237,QA,40,649092
BX32,2/21/2025,2/21/2025,20250221,5101020102,,601046238,QA,40,1534492
BX33,2/21/2025,2/21/2025,20250221,5101020102,,601046239,QA,40,467311
BX34,2/21/2025,2/21/2025,20250221,5101020102,,601046240,QA,40,860441
BX35,2/21/2025,2/21/2025,20250221,5101020102,,601046241,QA,40,820080
BX36,2/21/2025,2/21/2025,20250221,5101020102,,601046242,QA,40,335052
BX38,2/21/2025,2/21/2025,20250221,5101020102,,601046243,QA,40,578298
BX39,2/21/2025,2/21/2025,20250221,5101020102,,601046244,QA,40,723835
BX40,2/21/2025,2/21/2025,20250221,5101020102,,601046245,QA,40,999036
BX41,2/21/2025,2/21/2025,20250221,5101020102,,601046246,QA,40,1203233
BX43,2/21/2025,2/21/2025,20250221,5101020102,,601046247,QA,40,153541
BX49,2/21/2025,2/21/2025,20250221,5101020102,,601046248,QA,40,443806
BX50,2/21/2025,2/21/2025,20250221,5101020102,,601046249,QA,40,226832
BX51,2/21/2025,2/21/2025,20250221,5101020102,,601046250,QA,40,199829
BX52,2/21/2025,2/21/2025,20250221,5101020102,,601046251,QA,40,678359
BX10,2/21/2025,2/21/2025,20250221,5101020102,,604001351,QH,40,135188
BX04,2/21/2025,2/21/2025,20250221,5101020102,,604001352,QH,40,98356
BX12,2/21/2025,2/21/2025,20250221,5101020102,,683005017,ZJ,40,62432
BX01,2/22/2025,2/22/2025,20250222,5101020102,,601046252,QA,40,2248521
BX03,2/22/2025,2/22/2025,20250222,5101020102,,601046253,QA,40,2769231
BX04,2/22/2025,2/22/2025,20250222,5101020102,,601046254,QA,40,1350067
BX07,2/22/2025,2/22/2025,20250222,5101020102,,601046255,QA,40,804126
BX08,2/22/2025,2/22/2025,20250222,5101020102,,601046256,QA,40,680901
BX09,2/22/2025,2/22/2025,20250222,5101020102,,601046257,QA,40,1447589
BX10,2/22/2025,2/22/2025,20250222,5101020102,,601046258,QA,40,2505085
BX11,2/22/2025,2/22/2025,20250222,5101020102,,601046259,QA,40,4221670
BX12,2/22/2025,2/22/2025,20250222,5101020102,,601046260,QA,40,1264482
BX14,2/22/2025,2/22/2025,20250222,5101020102,,601046261,QA,40,11440
BX19,2/22/2025,2/22/2025,20250222,5101020102,,601046262,QA,40,705287
BX20,2/22/2025,2/22/2025,20250222,5101020102,,601046263,QA,40,807410
BX21,2/22/2025,2/22/2025,20250222,5101020102,,601046264,QA,40,384195
BX23,2/22/2025,2/22/2025,20250222,5101020102,,601046265,QA,40,295251
BX26,2/22/2025,2/22/2025,20250222,5101020102,,601046266,QA,40,938095
BX27,2/22/2025,2/22/2025,20250222,5101020102,,601046267,QA,40,724579
BX29,2/22/2025,2/22/2025,20250222,5101020102,,601046268,QA,40,1322859
BX31,2/22/2025,2/22/2025,20250222,5101020102,,601046269,QA,40,668299
BX32,2/22/2025,2/22/2025,20250222,5101020102,,601046270,QA,40,4603039
BX33,2/22/2025,2/22/2025,20250222,5101020102,,601046271,QA,40,655440
BX34,2/22/2025,2/22/2025,20250222,5101020102,,601046272,QA,40,620975
BX35,2/22/2025,2/22/2025,20250222,5101020102,,601046273,QA,40,450973
BX36,2/22/2025,2/22/2025,20250222,5101020102,,601046274,QA,40,141712
BX38,2/22/2025,2/22/2025,20250222,5101020102,,601046275,QA,40,125857
BX39,2/22/2025,2/22/2025,20250222,5101020102,,601046276,QA,40,496742
BX40,2/22/2025,2/22/2025,20250222,5101020102,,601046277,QA,40,444378
BX41,2/22/2025,2/22/2025,20250222,5101020102,,601046278,QA,40,651595
BX43,2/22/2025,2/22/2025,20250222,5101020102,,601046279,QA,40,184806
BX49,2/22/2025,2/22/2025,20250222,5101020102,,601046280,QA,40,448855
BX50,2/22/2025,2/22/2025,20250222,5101020102,,601046281,QA,40,406676
BX51,2/22/2025,2/22/2025,20250222,5101020102,,601046282,QA,40,331270
BX52,2/22/2025,2/22/2025,20250222,5101020102,,601046283,QA,40,426769
BX01,2/22/2025,2/22/2025,20250222,5101020102,,604001353,QH,40,262080
BX01,2/23/2025,2/23/2025,20250223,5101020102,,601047853,QA,40,3080546
BX03,2/23/2025,2/23/2025,20250223,5101020102,,601047854,QA,40,2318726
BX04,2/23/2025,2/23/2025,20250223,5101020102,,601047855,QA,40,483752
BX07,2/23/2025,2/23/2025,20250223,5101020102,,601047856,QA,40,1484613
BX08,2/23/2025,2/23/2025,20250223,5101020102,,601047857,QA,40,863668
BX09,2/23/2025,2/23/2025,20250223,5101020102,,601047858,QA,40,5192574
BX10,2/23/2025,2/23/2025,20250223,5101020102,,601047859,QA,40,1576376
BX11,2/23/2025,2/23/2025,20250223,5101020102,,601047860,QA,40,1740637
BX12,2/23/2025,2/23/2025,20250223,5101020102,,601047861,QA,40,647239
BX13,2/23/2025,2/23/2025,20250223,5101020102,,601047862,QA,40,1068208
BX14,2/23/2025,2/23/2025,20250223,5101020102,,601047863,QA,40,1600185
BX19,2/23/2025,2/23/2025,20250223,5101020102,,601047864,QA,40,1025976
BX20,2/23/2025,2/23/2025,20250223,5101020102,,601047865,QA,40,672522
BX21,2/23/2025,2/23/2025,20250223,5101020102,,601047866,QA,40,1471037
BX22,2/23/2025,2/23/2025,20250223,5101020102,,601047867,QA,40,140072
BX23,2/23/2025,2/23/2025,20250223,5101020102,,601047868,QA,40,100216
BX25,2/23/2025,2/23/2025,20250223,5101020102,,601047869,QA,40,378639
