profit_center,nama_outlet,posting_date,account_no,gl_acct_long_text,text,doc_id,doc_type,debit,kredit
BX27,KF Meguwo,1/10/2025,1107010301,Persediaan Barang Jadi,,639000060,QZ,0,-275000
BX29,KF. SIDOARUM,1/7/2025,1107010301,Persediaan Barang Jadi,,640002102,QS,0,-127149
BX50,KF Bhayangkara Kulon,1/7/2025,1107010301,Persediaan Barang Jadi,,640002104,QS,0,-109670
BX03,KF.0070,1/9/2025,1107010301,Persediaan Barang Jadi,,640002182,QS,0,-154800
BX26,KF Sorosutan,1/11/2025,1107010301,Persediaan Barang Jadi,,640002209,QS,0,-36084
BX32,KF. Wonosari,1/7/2025,1107010301,Persediaan Barang Jadi,,640002119,QS,0,-66500
BX14,KF 0416,1/13/2025,1107010301,Persediaan Barang Jadi,,640002259,QS,0,-66500
BX19,KF.0524 Banteng,1/21/2025,1107010301,Persediaan Barang Jadi,,640007670,QS,0,-66500
BX29,KF. SIDOARUM,1/13/2025,1107010301,Persediaan Barang Jadi,,640002242,QS,0,-81946
BX27,KF Meguwo,1/20/2025,1107010301,Persediaan Barang Jadi,,640006048,QS,0,-46400
BX21,KF.0609 Tajem,1/23/2025,1107010301,Persediaan Barang Jadi,,640007658,QS,0,-46400
BX13,KF.0406 Jamal,1/15/2025,1107010301,Persediaan Barang Jadi,,640005158,QS,0,-35374
BX03,KF.0070,1/9/2025,1107010301,Persediaan Barang Jadi,,640002156,QS,0,-256080
BX12,KF.0401 Seturan,1/9/2025,1107010301,Persediaan Barang Jadi,,640002178,QS,0,-40856
BX11,KF.0334 UNY,1/17/2025,1107010301,Persediaan Barang Jadi,,640006001,QS,0,-148000
BX25,KF PETANGPULUHAN,1/8/2025,1107010301,Persediaan Barang Jadi,,640002143,QS,0,-114000
BX26,KF Sorosutan,1/8/2025,1107010301,Persediaan Barang Jadi,,640002125,QS,0,-41705
BX21,KF.0609 Tajem,1/8/2025,1107010301,Persediaan Barang Jadi,,640002126,QS,0,-41705
BX03,KF.0070,1/8/2025,1107010301,Persediaan Barang Jadi,,640002134,QS,0,-41705
BX21,KF.0609 Tajem,1/8/2025,1107010301,Persediaan Barang Jadi,,640002136,QS,0,-41705
BX25,KF PETANGPULUHAN,1/12/2025,1107010301,Persediaan Barang Jadi,,640002226,QS,0,-41705
BX25,KF PETANGPULUHAN,1/12/2025,1107010301,Persediaan Barang Jadi,,640002227,QS,0,-41705
BX51,KF Sudirman Magelang,1/14/2025,1107010301,Persediaan Barang Jadi,,640002274,QS,0,-41705
BX51,KF Sudirman Magelang,1/14/2025,1107010301,Persediaan Barang Jadi,,640002293,QS,0,-41705
BX51,KF Sudirman Magelang,1/14/2025,1107010301,Persediaan Barang Jadi,,640002294,QS,0,-41705
BX01,KF.0021,1/28/2025,1107010301,Persediaan Barang Jadi,,640009447,QS,0,-41705
BX34,KF Kusumanegara,1/6/2025,1107010301,Persediaan Barang Jadi,,640002089,QS,0,-209000
BX41,KF Purwomartani,1/15/2025,1107010301,Persediaan Barang Jadi,,640005165,QS,0,-209000
BX33,KF Titibumi,1/16/2025,1107010301,Persediaan Barang Jadi,,640005995,QS,0,-209000
BX07,KF.0207,1/19/2025,1107010301,Persediaan Barang Jadi,,640006037,QS,0,-209000
BX39,KF Palagan Tengah,1/23/2025,1107010301,Persediaan Barang Jadi,,640007660,QS,0,-209000
BX10,KF.0316,1/10/2025,1107010301,Persediaan Barang Jadi,,639000061,QZ,0,-720000
BX12,KF.0401 Seturan,1/31/2025,1107010301,Persediaan Barang Jadi,,640010698,QS,0,-604200
BX12,KF.0401 Seturan,1/31/2025,1107010301,Persediaan Barang Jadi,,640010700,QS,0,-62629
BX41,KF Purwomartani,1/23/2025,1107010301,Persediaan Barang Jadi,,639000530,QZ,0,-334608
BX33,KF Titibumi,1/30/2025,1107010301,Persediaan Barang Jadi,,639000769,QZ,0,-334608
BX35,KF Bantul,1/31/2025,1107010301,Persediaan Barang Jadi,,639000855,QZ,0,-334608
BX33,KF Titibumi,1/16/2025,1107010301,Persediaan Barang Jadi,,640005996,QS,0,-166250
BX34,KF Kusumanegara,1/17/2025,1107010301,Persediaan Barang Jadi,,640006000,QS,0,-253890
BX21,KF.0609 Tajem,1/17/2025,1107010301,Persediaan Barang Jadi,,640006002,QS,0,-451200
BX34,KF Kusumanegara,1/17/2025,1107010301,Persediaan Barang Jadi,,640006004,QS,0,-86862
BX23,KF.Delanggu,1/17/2025,1107010301,Persediaan Barang Jadi,,640006009,QS,0,-285037
BX23,KF.Delanggu,1/17/2025,1107010301,Persediaan Barang Jadi,,640006012,QS,0,-27430
BX23,KF.Delanggu,1/17/2025,1107010301,Persediaan Barang Jadi,,640006013,QS,0,-600912
BX34,KF Kusumanegara,1/17/2025,1107010301,Persediaan Barang Jadi,,640006014,QS,0,-48960
BX23,KF.Delanggu,1/17/2025,1107010301,Persediaan Barang Jadi,,640006015,QS,0,-214439
BX01,KF.0021,1/17/2025,1107010301,Persediaan Barang Jadi,,640006017,QS,0,-154613
BX21,KF.0609 Tajem,1/27/2025,1107010301,Persediaan Barang Jadi,,639000671,QZ,0,-619137
BX08,KF.0225,1/11/2025,1107010301,Persediaan Barang Jadi,,692000258,Z5,55000,55000
BX09,KF.0275,1/15/2025,1107010301,Persediaan Barang Jadi,,692001123,Z5,414780,414780
BX33,KF Titibumi,1/13/2025,1107010301,Persediaan Barang Jadi,,640002247,QS,0,-143688
BX50,KF Bhayangkara Kulon,1/12/2025,1107010301,Persediaan Barang Jadi,,692000264,Z5,136000,136000
BX43,KF Sugiyopranoto Won,1/30/2025,1107010301,Persediaan Barang Jadi,,692003012,Z5,111000,111000
BX41,KF Purwomartani,1/8/2025,1107010301,Persediaan Barang Jadi,,640002139,QS,0,-38665
BX23,KF.Delanggu,1/17/2025,1107010301,Persediaan Barang Jadi,,640006018,QS,0,-38665
BX41,KF Purwomartani,1/20/2025,1107010301,Persediaan Barang Jadi,,640006059,QS,0,-141000
BX09,KF.0275,1/16/2025,1107010301,Persediaan Barang Jadi,,640005985,QS,0,-125000
BX08,KF.0225,1/22/2025,1107010301,Persediaan Barang Jadi,,640007663,QS,0,-125000
BX10,KF.0316,1/14/2025,1107010301,Persediaan Barang Jadi,,640002290,QS,0,-194000
BX23,KF.Delanggu,1/17/2025,1107010301,Persediaan Barang Jadi,,640006007,QS,0,-125115
BX34,KF Kusumanegara,1/6/2025,1107010301,Persediaan Barang Jadi,,640002090,QS,0,-30750
BX21,KF.0609 Tajem,1/8/2025,1107010301,Persediaan Barang Jadi,,640002140,QS,0,-128040
BX23,KF.Delanggu,1/17/2025,1107010301,Persediaan Barang Jadi,,640006006,QS,0,-52937
BX28,KF. HAYAMWURUK,1/16/2025,1107010301,Persediaan Barang Jadi,,640005992,QS,0,-37400
BX27,KF Meguwo,1/20/2025,1107010301,Persediaan Barang Jadi,,640006055,QS,0,-37400
BX21,KF.0609 Tajem,1/13/2025,1107010301,Persediaan Barang Jadi,,640002238,QS,0,-1055360
BX52,KF Jamal 5.5,1/20/2025,1107010301,Persediaan Barang Jadi,,640006062,QS,0,-1055360
BX50,KF Bhayangkara Kulon,1/7/2025,1107010301,Persediaan Barang Jadi,,640002101,QS,0,-35683
BX03,KF.0070,1/8/2025,1107010301,Persediaan Barang Jadi,,640002149,QS,0,-35683
BX10,KF.0316,1/14/2025,1107010301,Persediaan Barang Jadi,,640002270,QS,0,-55000
BX03,KF.0070,1/21/2025,1107010301,Persediaan Barang Jadi,,626008783,YQ,16132450,16132450
BX07,KF.0207,1/21/2025,1107010301,Persediaan Barang Jadi,,626008785,YQ,1507406,1507406
BX09,KF.0275,1/21/2025,1107010301,Persediaan Barang Jadi,,626008787,YQ,1943067,1943067
BX10,KF.0316,1/21/2025,1107010301,Persediaan Barang Jadi,,626008788,YQ,117084321,117084321
BX11,KF.0334 UNY,1/21/2025,1107010301,Persediaan Barang Jadi,,626008789,YQ,1889245,1889245
BX12,KF.0401 Seturan,1/21/2025,1107010301,Persediaan Barang Jadi,,626008790,YQ,1168540,1168540
BX13,KF.0406 Jamal,1/21/2025,1107010301,Persediaan Barang Jadi,,626008791,YQ,2570478,2570478
BX19,KF.0524 Banteng,1/21/2025,1107010301,Persediaan Barang Jadi,,626008792,YQ,3480318,3480318
BX20,KF.0592 Wates,1/21/2025,1107010301,Persediaan Barang Jadi,,626008793,YQ,5049729,5049729
BX21,KF.0609 Tajem,1/21/2025,1107010301,Persediaan Barang Jadi,,626008794,YQ,6635896,6635896
BX22,KF.0610 Condong Cat,1/21/2025,1107010301,Persediaan Barang Jadi,,626008795,YQ,7420640,7420640
BX23,KF.Delanggu,1/21/2025,1107010301,Persediaan Barang Jadi,,626008796,YQ,26859720,26859720
BX25,KF PETANGPULUHAN,1/21/2025,1107010301,Persediaan Barang Jadi,,626008797,YQ,4611965,4611965
BX26,KF Sorosutan,1/21/2025,1107010301,Persediaan Barang Jadi,,626008798,YQ,3034506,3034506
BX27,KF Meguwo,1/21/2025,1107010301,Persediaan Barang Jadi,,626008799,YQ,25224603,25224603
BX29,KF. SIDOARUM,1/21/2025,1107010301,Persediaan Barang Jadi,,626008800,YQ,2752553,2752553
BX31,KF. Kota Gede,1/21/2025,1107010301,Persediaan Barang Jadi,,626008801,YQ,8646713,8646713
BX33,KF Titibumi,1/21/2025,1107010301,Persediaan Barang Jadi,,626008803,YQ,7028506,7028506
BX34,KF Kusumanegara,1/21/2025,1107010301,Persediaan Barang Jadi,,626008804,YQ,5465347,5465347
BX35,KF Bantul,1/21/2025,1107010301,Persediaan Barang Jadi,,626008805,YQ,13234647,13234647
BX39,KF Palagan Tengah,1/21/2025,1107010301,Persediaan Barang Jadi,,626008806,YQ,8037730,8037730
BX40,KF Jakal 3.5,1/21/2025,1107010301,Persediaan Barang Jadi,,626008807,YQ,10569595,10569595
BX41,KF Purwomartani,1/21/2025,1107010301,Persediaan Barang Jadi,,626008808,YQ,9178503,9178503
BX49,KF Kusmanto,1/21/2025,1107010301,Persediaan Barang Jadi,,626008809,YQ,6011928,6011928
BX50,KF Bhayangkara Kulon,1/21/2025,1107010301,Persediaan Barang Jadi,,626008810,YQ,2230953,2230953
BX52,KF Jamal 5.5,1/21/2025,1107010301,Persediaan Barang Jadi,,626008811,YQ,10506407,10506407
BX25,KF PETANGPULUHAN,1/12/2025,1107010301,Persediaan Barang Jadi,,640002223,QS,0,-477320
BX01,KF.0021,1/17/2025,1107010301,Persediaan Barang Jadi,,626006458,YQ,18243542,18243542
BX03,KF.0070,1/17/2025,1107010301,Persediaan Barang Jadi,,626006459,YQ,10886496,10886496
BX04,KF.0088,1/17/2025,1107010301,Persediaan Barang Jadi,,626006460,YQ,10108862,10108862
BX08,KF.0225,1/17/2025,1107010301,Persediaan Barang Jadi,,626006461,YQ,9404234,9404234
BX09,KF.0275,1/17/2025,1107010301,Persediaan Barang Jadi,,626006462,YQ,46050082,46050082
BX10,KF.0316,1/17/2025,1107010301,Persediaan Barang Jadi,,626006463,YQ,74781664,74781664
BX12,KF.0401 Seturan,1/17/2025,1107010301,Persediaan Barang Jadi,,626006465,YQ,12267223,12267223
BX13,KF.0406 Jamal,1/17/2025,1107010301,Persediaan Barang Jadi,,626006466,YQ,5887084,5887084
BX19,KF.0524 Banteng,1/17/2025,1107010301,Persediaan Barang Jadi,,626006468,YQ,2615248,2615248
BX20,KF.0592 Wates,1/17/2025,1107010301,Persediaan Barang Jadi,,626006469,YQ,597321,597321
BX21,KF.0609 Tajem,1/17/2025,1107010301,Persediaan Barang Jadi,,626006470,YQ,16331696,16331696
BX22,KF.0610 Condong Cat,1/17/2025,1107010301,Persediaan Barang Jadi,,626006471,YQ,7736798,7736798
BX23,KF.Delanggu,1/17/2025,1107010301,Persediaan Barang Jadi,,626006472,YQ,8377693,8377693
BX25,KF PETANGPULUHAN,1/17/2025,1107010301,Persediaan Barang Jadi,,626006473,YQ,4411034,4411034
BX26,KF Sorosutan,1/17/2025,1107010301,Persediaan Barang Jadi,,626006474,YQ,1592799,1592799
BX27,KF Meguwo,1/17/2025,1107010301,Persediaan Barang Jadi,,626006475,YQ,38437126,38437126
BX29,KF. SIDOARUM,1/17/2025,1107010301,Persediaan Barang Jadi,,626006476,YQ,931967,931967
BX34,KF Kusumanegara,1/17/2025,1107010301,Persediaan Barang Jadi,,626006478,YQ,1093965,1093965
BX35,KF Bantul,1/17/2025,1107010301,Persediaan Barang Jadi,,626006479,YQ,10309936,10309936
BX39,KF Palagan Tengah,1/17/2025,1107010301,Persediaan Barang Jadi,,626006480,YQ,10037568,10037568
BX41,KF Purwomartani,1/17/2025,1107010301,Persediaan Barang Jadi,,626006481,YQ,3538830,3538830
BX51,KF Sudirman Magelang,1/17/2025,1107010301,Persediaan Barang Jadi,,626006482,YQ,1113792,1113792
BX52,KF Jamal 5.5,1/17/2025,1107010301,Persediaan Barang Jadi,,626006483,YQ,5466408,5466408
BX11,KF.0334 UNY,1/17/2025,1107010301,Persediaan Barang Jadi,,626006464,YQ,14528994,14528994
BX14,KF 0416,1/17/2025,1107010301,Persediaan Barang Jadi,,626006467,YQ,429874,429874
BX31,KF. Kota Gede,1/17/2025,1107010301,Persediaan Barang Jadi,,626006477,YQ,13134448,13134448
BX04,KF.0088,1/21/2025,1107010301,Persediaan Barang Jadi,,626008784,YQ,103455,103455
BX08,KF.0225,1/21/2025,1107010301,Persediaan Barang Jadi,,626008786,YQ,220480,220480
BX32,KF. Wonosari,1/21/2025,1107010301,Persediaan Barang Jadi,,626008802,YQ,175064,175064
BX38,KF Prambanan,1/8/2025,1107010301,Persediaan Barang Jadi,,640002129,QS,0,-135800
BX01,KF.0021,1/24/2025,1107010301,Persediaan Barang Jadi,,640007652,QS,0,-34955
BX25,KF PETANGPULUHAN,1/31/2025,1107010301,Persediaan Barang Jadi,,640010701,QS,0,-38000
BX27,KF Meguwo,1/17/2025,1107010301,Persediaan Barang Jadi,,692001421,Z5,179738,179738
BX04,KF.0088,1/17/2025,1107010301,Persediaan Barang Jadi,,692001422,Z5,976711,976711
BX23,KF.Delanggu,1/17/2025,1107010301,Persediaan Barang Jadi,,692001423,Z5,1789188,1789188
BX01,KF.0021,1/17/2025,1107010301,Persediaan Barang Jadi,,692001424,Z5,1524266,1524266
BX10,KF.0316,1/17/2025,1107010301,Persediaan Barang Jadi,,692001425,Z5,1252512,1252512
BX29,KF. SIDOARUM,1/17/2025,1107010301,Persediaan Barang Jadi,,692001427,Z5,598929,598929
BX35,KF Bantul,1/21/2025,1107010301,Persediaan Barang Jadi,,692002130,Z5,749714,749714
BX52,KF Jamal 5.5,1/21/2025,1107010301,Persediaan Barang Jadi,,692002132,Z5,218020,218020
BX27,KF Meguwo,1/21/2025,1107010301,Persediaan Barang Jadi,,692002133,Z5,895263,895263
BX38,KF Prambanan,1/21/2025,1107010301,Persediaan Barang Jadi,,692002136,Z5,3589980,3589980
BX20,KF.0592 Wates,1/21/2025,1107010301,Persediaan Barang Jadi,,692002139,Z5,672750,672750
BX33,KF Titibumi,1/21/2025,1107010301,Persediaan Barang Jadi,,692002140,Z5,756649,756649
BX05,KF.0089,1/17/2025,1107010301,Persediaan Barang Jadi,,639000227,QZ,3168000,3168000
BX12,KF.0401 Seturan,1/21/2025,1107010301,Persediaan Barang Jadi,,692002129,Z5,1241133,1241133
BX34,KF Kusumanegara,1/21/2025,1107010301,Persediaan Barang Jadi,,692002131,Z5,779033,779033
BX26,KF Sorosutan,1/21/2025,1107010301,Persediaan Barang Jadi,,692002134,Z5,643428,643428
BX29,KF. SIDOARUM,1/21/2025,1107010301,Persediaan Barang Jadi,,692002135,Z5,672750,672750
BX51,KF Sudirman Magelang,1/21/2025,1107010301,Persediaan Barang Jadi,,692002137,Z5,817513,817513
BX50,KF Bhayangkara Kulon,1/7/2025,1107010301,Persediaan Barang Jadi,,640002106,QS,0,-68000
BX01,KF.0021,1/14/2025,1107010301,Persediaan Barang Jadi,,626001897,YQ,340813,340813
BX03,KF.0070,1/14/2025,1107010301,Persediaan Barang Jadi,,626001898,YQ,62662048,62662048
BX04,KF.0088,1/14/2025,1107010301,Persediaan Barang Jadi,,626001899,YQ,9034723,9034723
BX07,KF.0207,1/14/2025,1107010301,Persediaan Barang Jadi,,626001900,YQ,14442787,14442787
BX08,KF.0225,1/14/2025,1107010301,Persediaan Barang Jadi,,626001901,YQ,12909882,12909882
BX09,KF.0275,1/14/2025,1107010301,Persediaan Barang Jadi,,626001902,YQ,10108437,10108437
BX10,KF.0316,1/14/2025,1107010301,Persediaan Barang Jadi,,626001903,YQ,52165115,52165115
BX11,KF.0334 UNY,1/14/2025,1107010301,Persediaan Barang Jadi,,626001904,YQ,21629269,21629269
BX13,KF.0406 Jamal,1/14/2025,1107010301,Persediaan Barang Jadi,,626001906,YQ,626945,626945
BX14,KF 0416,1/14/2025,1107010301,Persediaan Barang Jadi,,626001907,YQ,9908731,9908731
BX19,KF.0524 Banteng,1/14/2025,1107010301,Persediaan Barang Jadi,,626001908,YQ,2768500,2768500
BX20,KF.0592 Wates,1/14/2025,1107010301,Persediaan Barang Jadi,,626001909,YQ,1269175,1269175
BX21,KF.0609 Tajem,1/14/2025,1107010301,Persediaan Barang Jadi,,626001910,YQ,5980288,5980288
BX23,KF.Delanggu,1/14/2025,1107010301,Persediaan Barang Jadi,,626001911,YQ,8895887,8895887
BX25,KF PETANGPULUHAN,1/14/2025,1107010301,Persediaan Barang Jadi,,626001912,YQ,12261685,12261685
BX26,KF Sorosutan,1/14/2025,1107010301,Persediaan Barang Jadi,,626001913,YQ,2530269,2530269
BX27,KF Meguwo,1/14/2025,1107010301,Persediaan Barang Jadi,,626001914,YQ,67270041,67270041
BX29,KF. SIDOARUM,1/14/2025,1107010301,Persediaan Barang Jadi,,626001915,YQ,481797,481797
BX32,KF. Wonosari,1/14/2025,1107010301,Persediaan Barang Jadi,,626001916,YQ,718845,718845
BX33,KF Titibumi,1/14/2025,1107010301,Persediaan Barang Jadi,,626001917,YQ,2424167,2424167
BX34,KF Kusumanegara,1/14/2025,1107010301,Persediaan Barang Jadi,,626001918,YQ,6501666,6501666
BX35,KF Bantul,1/14/2025,1107010301,Persediaan Barang Jadi,,626001919,YQ,42895822,42895822
BX38,KF Prambanan,1/14/2025,1107010301,Persediaan Barang Jadi,,626001920,YQ,1363973,1363973
BX39,KF Palagan Tengah,1/14/2025,1107010301,Persediaan Barang Jadi,,626001921,YQ,2127791,2127791
BX40,KF Jakal 3.5,1/14/2025,1107010301,Persediaan Barang Jadi,,626001922,YQ,6328328,6328328
BX41,KF Purwomartani,1/14/2025,1107010301,Persediaan Barang Jadi,,626001923,YQ,1274000,1274000
BX49,KF Kusmanto,1/14/2025,1107010301,Persediaan Barang Jadi,,626001924,YQ,5502057,5502057
BX51,KF Sudirman Magelang,1/14/2025,1107010301,Persediaan Barang Jadi,,626001925,YQ,1855340,1855340
BX52,KF Jamal 5.5,1/14/2025,1107010301,Persediaan Barang Jadi,,626001926,YQ,2411692,2411692
BX03,KF.0070,1/14/2025,1107010301,Persediaan Barang Jadi,,639000063,QZ,0,-749325
BX19,KF.0524 Banteng,1/14/2025,1107010301,Persediaan Barang Jadi,,692000276,Z5,1293789,1293789
BX20,KF.0592 Wates,1/14/2025,1107010301,Persediaan Barang Jadi,,692000277,Z5,760073,760073
BX52,KF Jamal 5.5,1/14/2025,1107010301,Persediaan Barang Jadi,,692000278,Z5,448208,448208
BX04,KF.0088,1/14/2025,1107010301,Persediaan Barang Jadi,,692000279,Z5,2664840,2664840
BX09,KF.0275,1/14/2025,1107010301,Persediaan Barang Jadi,,692000280,Z5,182335,182335
BX11,KF.0334 UNY,1/14/2025,1107010301,Persediaan Barang Jadi,,692000281,Z5,124866,124866
BX40,KF Jakal 3.5,1/14/2025,1107010301,Persediaan Barang Jadi,,692000282,Z5,154150,154150
BX38,KF Prambanan,1/14/2025,1107010301,Persediaan Barang Jadi,,692000283,Z5,2413112,2413112
BX27,KF Meguwo,1/14/2025,1107010301,Persediaan Barang Jadi,,692000284,Z5,2961518,2961518
BX33,KF Titibumi,1/14/2025,1107010301,Persediaan Barang Jadi,,692000285,Z5,691939,691939
BX34,KF Kusumanegara,1/14/2025,1107010301,Persediaan Barang Jadi,,692000286,Z5,928190,928190
BX23,KF.Delanggu,1/14/2025,1107010301,Persediaan Barang Jadi,,692000287,Z5,2345086,2345086
BX07,KF.0207,1/14/2025,1107010301,Persediaan Barang Jadi,,692000288,Z5,2590000,2590000
BX32,KF. Wonosari,1/14/2025,1107010301,Persediaan Barang Jadi,,692000289,Z5,390395,390395
BX26,KF Sorosutan,1/14/2025,1107010301,Persediaan Barang Jadi,,692000290,Z5,1102336,1102336
BX41,KF Purwomartani,1/14/2025,1107010301,Persediaan Barang Jadi,,692000291,Z5,719340,719340
BX29,KF. SIDOARUM,1/14/2025,1107010301,Persediaan Barang Jadi,,692000293,Z5,483083,483083
BX50,KF Bhayangkara Kulon,1/18/2025,1107010301,Persediaan Barang Jadi,,640006023,QS,0,-323485
BX12,KF.0401 Seturan,1/14/2025,1107010301,Persediaan Barang Jadi,,626001905,YQ,13686756,13686756
BX50,KF Bhayangkara Kulon,1/18/2025,1107010301,Persediaan Barang Jadi,,640006024,QS,0,-37951
BX50,KF Bhayangkara Kulon,1/18/2025,1107010301,Persediaan Barang Jadi,,640006025,QS,0,-19763
BX08,KF.0225,1/11/2025,1107010301,Persediaan Barang Jadi,,640002201,QS,0,-151776
BX19,KF.0524 Banteng,1/11/2025,1107010301,Persediaan Barang Jadi,,640002202,QS,0,-94860
BX21,KF.0609 Tajem,1/11/2025,1107010301,Persediaan Barang Jadi,,640002203,QS,0,-593750
BX21,KF.0609 Tajem,1/11/2025,1107010301,Persediaan Barang Jadi,,640002206,QS,0,-33213
BX21,KF.0609 Tajem,1/11/2025,1107010301,Persediaan Barang Jadi,,640002208,QS,0,-18972
BX26,KF Sorosutan,1/11/2025,1107010301,Persediaan Barang Jadi,,640002210,QS,0,-240238
BX26,KF Sorosutan,1/11/2025,1107010301,Persediaan Barang Jadi,,640002211,QS,0,-448528
BX26,KF Sorosutan,1/11/2025,1107010301,Persediaan Barang Jadi,,640002213,QS,0,-30701
BX26,KF Sorosutan,1/11/2025,1107010301,Persediaan Barang Jadi,,640002214,QS,0,-120280
BX12,KF.0401 Seturan,1/28/2025,1107010301,Persediaan Barang Jadi,,640009449,QS,0,-339800
BX12,KF.0401 Seturan,1/28/2025,1107010301,Persediaan Barang Jadi,,640009450,QS,0,-448528
BX09,KF.0275,1/25/2025,1107010301,Persediaan Barang Jadi,,640007648,QS,0,-891807
BX10,KF.0316,1/25/2025,1107010301,Persediaan Barang Jadi,,640007649,QS,0,-161472
BX13,KF.0406 Jamal,1/25/2025,1107010301,Persediaan Barang Jadi,,640007650,QS,0,-2159328
BX20,KF.0592 Wates,1/25/2025,1107010301,Persediaan Barang Jadi,,640007651,QS,0,-23378
BX40,KF Jakal 3.5,1/10/2025,1107010301,Persediaan Barang Jadi,,640002194,QS,0,-238660
BX43,KF Sugiyopranoto Won,1/14/2025,1107010301,Persediaan Barang Jadi,,640002273,QS,0,-238660
BX43,KF Sugiyopranoto Won,1/14/2025,1107010301,Persediaan Barang Jadi,,640002291,QS,0,-238660
BX51,KF Sudirman Magelang,1/26/2025,1107010301,Persediaan Barang Jadi,,640007647,QS,0,-238660
BX32,KF. Wonosari,1/19/2025,1107010301,Persediaan Barang Jadi,,640006026,QS,0,-97328
BX32,KF. Wonosari,1/19/2025,1107010301,Persediaan Barang Jadi,,640006028,QS,0,-61600
BX07,KF.0207,1/19/2025,1107010301,Persediaan Barang Jadi,,640006029,QS,0,-240238
BX32,KF. Wonosari,1/19/2025,1107010301,Persediaan Barang Jadi,,640006030,QS,0,-51817
BX07,KF.0207,1/19/2025,1107010301,Persediaan Barang Jadi,,640006031,QS,0,-240238
BX32,KF. Wonosari,1/19/2025,1107010301,Persediaan Barang Jadi,,640006032,QS,0,-55259
BX32,KF. Wonosari,1/19/2025,1107010301,Persediaan Barang Jadi,,640006033,QS,0,-20928
BX32,KF. Wonosari,1/19/2025,1107010301,Persediaan Barang Jadi,,640006034,QS,0,-8850
BX32,KF. Wonosari,1/19/2025,1107010301,Persediaan Barang Jadi,,640006038,QS,0,-163637
BX32,KF. Wonosari,1/19/2025,1107010301,Persediaan Barang Jadi,,640006039,QS,0,-146002
BX07,KF.0207,1/19/2025,1107010301,Persediaan Barang Jadi,,640006041,QS,0,-52191
BX07,KF.0207,1/19/2025,1107010301,Persediaan Barang Jadi,,640006043,QS,0,-112520
BX32,KF. Wonosari,1/19/2025,1107010301,Persediaan Barang Jadi,,640006044,QS,0,-240078
BX33,KF Titibumi,1/12/2025,1107010301,Persediaan Barang Jadi,,640002218,QS,0,-365476
BX33,KF Titibumi,1/12/2025,1107010301,Persediaan Barang Jadi,,640002219,QS,0,-451250
BX33,KF Titibumi,1/12/2025,1107010301,Persediaan Barang Jadi,,640002220,QS,0,-151320
BX25,KF PETANGPULUHAN,1/12/2025,1107010301,Persediaan Barang Jadi,,640002222,QS,0,-440436
BX31,KF. Kota Gede,1/12/2025,1107010301,Persediaan Barang Jadi,,640002224,QS,0,-146134
BX25,KF PETANGPULUHAN,1/12/2025,1107010301,Persediaan Barang Jadi,,640002225,QS,0,-166840
BX25,KF PETANGPULUHAN,1/12/2025,1107010301,Persediaan Barang Jadi,,640002228,QS,0,-161264
BX33,KF Titibumi,1/12/2025,1107010301,Persediaan Barang Jadi,,640002230,QS,0,-477319
BX33,KF Titibumi,1/12/2025,1107010301,Persediaan Barang Jadi,,640002232,QS,0,-161262
BX31,KF. Kota Gede,1/12/2025,1107010301,Persediaan Barang Jadi,,640002233,QS,0,-420416
BX25,KF PETANGPULUHAN,1/12/2025,1107010301,Persediaan Barang Jadi,,640002234,QS,0,-24677
BX12,KF.0401 Seturan,1/13/2025,1107010301,Persediaan Barang Jadi,,640002248,QS,0,-85500
BX25,KF PETANGPULUHAN,1/12/2025,1107010301,Persediaan Barang Jadi,,640002216,QS,0,-139500
BX33,KF Titibumi,1/12/2025,1107010301,Persediaan Barang Jadi,,640002217,QS,0,-514488
BX14,KF 0416,1/15/2025,1107010301,Persediaan Barang Jadi,,640005160,QS,0,-62700
BX32,KF. Wonosari,1/28/2025,1107010301,Persediaan Barang Jadi,,640009451,QS,0,-199500
BX31,KF. Kota Gede,1/2/2025,1107010301,Persediaan Barang Jadi,,640002077,QS,0,-199500
BX14,KF 0416,1/13/2025,1107010301,Persediaan Barang Jadi,,640002253,QS,0,-199500
BX28,KF. HAYAMWURUK,1/16/2025,1107010301,Persediaan Barang Jadi,,640005990,QS,0,-52250
BX01,KF.0021,1/17/2025,1107010301,Persediaan Barang Jadi,,640006011,QS,0,-52250
BX09,KF.0275,1/5/2025,1107010301,Persediaan Barang Jadi,,640002081,QS,0,-27277
BX09,KF.0275,1/5/2025,1107010301,Persediaan Barang Jadi,,640002082,QS,0,-58910
BX04,KF.0088,1/2/2025,1107010301,Persediaan Barang Jadi,,640002076,QS,0,-309225
BX31,KF. Kota Gede,1/2/2025,1107010301,Persediaan Barang Jadi,,640002078,QS,0,-93338
BX11,KF.0334 UNY,1/28/2025,1107010301,Persediaan Barang Jadi,,640009448,QS,0,-80000
BX19,KF.0524 Banteng,1/21/2025,1107010301,Persediaan Barang Jadi,,640007671,QS,0,-33250
BX01,KF.0021,1/16/2025,1107010301,Persediaan Barang Jadi,,626006431,YQ,96224469,96224469
BX04,KF.0088,1/16/2025,1107010301,Persediaan Barang Jadi,,626006433,YQ,46936427,46936427
BX08,KF.0225,1/16/2025,1107010301,Persediaan Barang Jadi,,626006434,YQ,3897309,3897309
